A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html. 
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.

Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,2013-07-08 10:00,2013,7,8,10,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-08 11:00,2013,7,8,11,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-08 12:00,2013,7,8,12,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-08 13:00,2013,7,8,13,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-08 14:00,2013,7,8,14,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-08 15:00,2013,7,8,15,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-08 16:00,2013,7,8,16,91,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-08 17:00,2013,7,8,17,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-08 18:00,2013,7,8,18,111,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-08 19:00,2013,7,8,19,129,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-08 20:00,2013,7,8,20,133,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-08 21:00,2013,7,8,21,140,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-08 22:00,2013,7,8,22,141,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-08 23:00,2013,7,8,23,150,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 00:00,2013,7,9,0,152,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 01:00,2013,7,9,1,164,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 02:00,2013,7,9,2,160,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 03:00,2013,7,9,3,143,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 04:00,2013,7,9,4,139,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 05:00,2013,7,9,5,135,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 06:00,2013,7,9,6,140,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 07:00,2013,7,9,7,145,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 08:00,2013,7,9,8,124,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 09:00,2013,7,9,9,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 10:00,2013,7,9,10,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 11:00,2013,7,9,11,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 12:00,2013,7,9,12,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 13:00,2013,7,9,13,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 14:00,2013,7,9,14,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 15:00,2013,7,9,15,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 16:00,2013,7,9,16,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 17:00,2013,7,9,17,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 18:00,2013,7,9,18,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 19:00,2013,7,9,19,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 20:00,2013,7,9,20,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 21:00,2013,7,9,21,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 22:00,2013,7,9,22,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-09 23:00,2013,7,9,23,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 00:00,2013,7,10,0,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 01:00,2013,7,10,1,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 02:00,2013,7,10,2,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 03:00,2013,7,10,3,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 04:00,2013,7,10,4,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 05:00,2013,7,10,5,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 06:00,2013,7,10,6,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 07:00,2013,7,10,7,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 08:00,2013,7,10,8,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 09:00,2013,7,10,9,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 10:00,2013,7,10,10,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 11:00,2013,7,10,11,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 12:00,2013,7,10,12,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 13:00,2013,7,10,13,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 14:00,2013,7,10,14,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 15:00,2013,7,10,15,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 16:00,2013,7,10,16,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 17:00,2013,7,10,17,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 18:00,2013,7,10,18,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 19:00,2013,7,10,19,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 20:00,2013,7,10,20,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 21:00,2013,7,10,21,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 22:00,2013,7,10,22,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-10 23:00,2013,7,10,23,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 00:00,2013,7,11,0,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 01:00,2013,7,11,1,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 02:00,2013,7,11,2,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 03:00,2013,7,11,3,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 04:00,2013,7,11,4,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 05:00,2013,7,11,5,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 06:00,2013,7,11,6,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 07:00,2013,7,11,7,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 08:00,2013,7,11,8,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 09:00,2013,7,11,9,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 10:00,2013,7,11,10,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 11:00,2013,7,11,11,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 12:00,2013,7,11,12,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 13:00,2013,7,11,13,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 14:00,2013,7,11,14,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 15:00,2013,7,11,15,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 16:00,2013,7,11,16,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 17:00,2013,7,11,17,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 18:00,2013,7,11,18,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 19:00,2013,7,11,19,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 20:00,2013,7,11,20,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 21:00,2013,7,11,21,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 22:00,2013,7,11,22,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-11 23:00,2013,7,11,23,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 00:00,2013,7,12,0,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 01:00,2013,7,12,1,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 02:00,2013,7,12,2,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 03:00,2013,7,12,3,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 04:00,2013,7,12,4,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 05:00,2013,7,12,5,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 06:00,2013,7,12,6,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 07:00,2013,7,12,7,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 08:00,2013,7,12,8,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 09:00,2013,7,12,9,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 10:00,2013,7,12,10,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 11:00,2013,7,12,11,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 12:00,2013,7,12,12,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 13:00,2013,7,12,13,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 14:00,2013,7,12,14,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 15:00,2013,7,12,15,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 16:00,2013,7,12,16,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 17:00,2013,7,12,17,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 18:00,2013,7,12,18,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 19:00,2013,7,12,19,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 20:00,2013,7,12,20,115,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 21:00,2013,7,12,21,125,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 22:00,2013,7,12,22,128,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-12 23:00,2013,7,12,23,120,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 00:00,2013,7,13,0,120,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 01:00,2013,7,13,1,128,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 02:00,2013,7,13,2,123,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 03:00,2013,7,13,3,112,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 04:00,2013,7,13,4,121,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 05:00,2013,7,13,5,128,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 06:00,2013,7,13,6,136,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 07:00,2013,7,13,7,130,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 08:00,2013,7,13,8,135,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 09:00,2013,7,13,9,128,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 10:00,2013,7,13,10,108,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 11:00,2013,7,13,11,92,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 12:00,2013,7,13,12,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 13:00,2013,7,13,13,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 14:00,2013,7,13,14,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 15:00,2013,7,13,15,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 16:00,2013,7,13,16,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 17:00,2013,7,13,17,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 18:00,2013,7,13,18,98,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 19:00,2013,7,13,19,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 20:00,2013,7,13,20,116,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 21:00,2013,7,13,21,140,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 22:00,2013,7,13,22,131,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-13 23:00,2013,7,13,23,94,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 00:00,2013,7,14,0,94,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 01:00,2013,7,14,1,92,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 02:00,2013,7,14,2,101,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 03:00,2013,7,14,3,99,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 04:00,2013,7,14,4,113,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 05:00,2013,7,14,5,136,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 06:00,2013,7,14,6,162,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 07:00,2013,7,14,7,127,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 08:00,2013,7,14,8,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 09:00,2013,7,14,9,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 10:00,2013,7,14,10,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 11:00,2013,7,14,11,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 12:00,2013,7,14,12,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 13:00,2013,7,14,13,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 14:00,2013,7,14,14,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 15:00,2013,7,14,15,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 16:00,2013,7,14,16,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 17:00,2013,7,14,17,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 18:00,2013,7,14,18,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 19:00,2013,7,14,19,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 20:00,2013,7,14,20,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 21:00,2013,7,14,21,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 22:00,2013,7,14,22,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-14 23:00,2013,7,14,23,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 00:00,2013,7,15,0,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 01:00,2013,7,15,1,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 02:00,2013,7,15,2,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 03:00,2013,7,15,3,84,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 04:00,2013,7,15,4,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 05:00,2013,7,15,5,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 06:00,2013,7,15,6,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 07:00,2013,7,15,7,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 08:00,2013,7,15,8,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 09:00,2013,7,15,9,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 10:00,2013,7,15,10,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 11:00,2013,7,15,11,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 12:00,2013,7,15,12,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 13:00,2013,7,15,13,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 14:00,2013,7,15,14,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 15:00,2013,7,15,15,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 16:00,2013,7,15,16,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 17:00,2013,7,15,17,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 18:00,2013,7,15,18,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 19:00,2013,7,15,19,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 20:00,2013,7,15,20,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 21:00,2013,7,15,21,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 22:00,2013,7,15,22,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-15 23:00,2013,7,15,23,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 00:00,2013,7,16,0,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 01:00,2013,7,16,1,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 02:00,2013,7,16,2,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 03:00,2013,7,16,3,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 04:00,2013,7,16,4,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 05:00,2013,7,16,5,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 06:00,2013,7,16,6,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 07:00,2013,7,16,7,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 08:00,2013,7,16,8,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 09:00,2013,7,16,9,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 10:00,2013,7,16,10,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 11:00,2013,7,16,11,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 12:00,2013,7,16,12,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 13:00,2013,7,16,13,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 14:00,2013,7,16,14,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 15:00,2013,7,16,15,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 16:00,2013,7,16,16,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 17:00,2013,7,16,17,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 18:00,2013,7,16,18,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 19:00,2013,7,16,19,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 20:00,2013,7,16,20,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 21:00,2013,7,16,21,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 22:00,2013,7,16,22,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-16 23:00,2013,7,16,23,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 00:00,2013,7,17,0,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 01:00,2013,7,17,1,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 02:00,2013,7,17,2,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 03:00,2013,7,17,3,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 04:00,2013,7,17,4,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 05:00,2013,7,17,5,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 06:00,2013,7,17,6,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 07:00,2013,7,17,7,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 08:00,2013,7,17,8,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 09:00,2013,7,17,9,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 10:00,2013,7,17,10,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 11:00,2013,7,17,11,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 12:00,2013,7,17,12,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 13:00,2013,7,17,13,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2013-07-17 14:00,2013,7,17,14,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 15:00,2013,7,17,15,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 16:00,2013,7,17,16,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 17:00,2013,7,17,17,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 18:00,2013,7,17,18,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 19:00,2013,7,17,19,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 20:00,2013,7,17,20,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 21:00,2013,7,17,21,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 22:00,2013,7,17,22,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-17 23:00,2013,7,17,23,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 00:00,2013,7,18,0,100,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 01:00,2013,7,18,1,128,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 02:00,2013,7,18,2,135,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 03:00,2013,7,18,3,149,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 04:00,2013,7,18,4,157,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 05:00,2013,7,18,5,150,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 06:00,2013,7,18,6,145,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 07:00,2013,7,18,7,154,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 08:00,2013,7,18,8,163,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 09:00,2013,7,18,9,167,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 10:00,2013,7,18,10,169,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 11:00,2013,7,18,11,175,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 12:00,2013,7,18,12,161,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 13:00,2013,7,18,13,163,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 14:00,2013,7,18,14,173,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 15:00,2013,7,18,15,137,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 16:00,2013,7,18,16,137,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 17:00,2013,7,18,17,122,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 18:00,2013,7,18,18,108,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 19:00,2013,7,18,19,91,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 20:00,2013,7,18,20,99,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 21:00,2013,7,18,21,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 22:00,2013,7,18,22,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-18 23:00,2013,7,18,23,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 00:00,2013,7,19,0,107,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 01:00,2013,7,19,1,126,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 02:00,2013,7,19,2,141,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 03:00,2013,7,19,3,146,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 04:00,2013,7,19,4,160,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 05:00,2013,7,19,5,165,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 06:00,2013,7,19,6,165,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 07:00,2013,7,19,7,166,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 08:00,2013,7,19,8,150,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 09:00,2013,7,19,9,134,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 10:00,2013,7,19,10,120,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 11:00,2013,7,19,11,116,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 12:00,2013,7,19,12,95,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 13:00,2013,7,19,13,109,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 14:00,2013,7,19,14,118,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 15:00,2013,7,19,15,111,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 16:00,2013,7,19,16,98,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 17:00,2013,7,19,17,94,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 18:00,2013,7,19,18,103,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 19:00,2013,7,19,19,97,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 20:00,2013,7,19,20,111,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 21:00,2013,7,19,21,105,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 22:00,2013,7,19,22,110,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-19 23:00,2013,7,19,23,119,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-20 00:00,2013,7,20,0,127,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-20 01:00,2013,7,20,1,136,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-20 02:00,2013,7,20,2,170,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-07-20 03:00,2013,7,20,3,170,µg/m³,1 Hr,Valid
